summit_id,name,elevation,isolation,prominence,latitude,longtitude,type,county,state,type_str
70824,"Olympus, Mount",562,0.80,100,37.76300,-122.44550,0,San Francisco County,CA,mount
73370,"Fagan, Mount",6189,4.59,1009,31.89430,-110.72660,0,Pima County,AZ,mount
73740,Pioneer Mountain,5986,2.78,446,33.24710,-110.84440,1,Gila County,AZ,mountain
76576,"Miguel, Mount",4340,2.10,120,32.33830,-110.82760,0,Pima County,AZ,mount
77047,Sugarloaf Mountain,3879,1.20,499,33.91160,-111.96410,1,Maricopa County,AZ,mountain
77629,Prieta Peak,3332,10.75,1617,32.54580,-111.88930,2,Pinal County,AZ,peak
79062,Cholla Mountain,2396,1.22,416,33.87050,-112.32020,1,Maricopa County,AZ,mountain
88633,Overlook Mountain,3150,2.44,640,42.08500,-74.09300,1,Ulster County,NY,mountain
94454,Lighthouse Peak,3269,113.19,79,34.93660,-101.69690,2,Randall County,TX,peak
96631,Polo Peak,5410,1.13,510,44.41460,-103.75770,2,Lawrence County,SD,peak
97579,Bald Mountain,2370,1.37,535,44.64680,-70.35010,1,Franklin County,ME,mountain
97670,Speckled Mountain,2183,3.33,1073,44.44010,-70.51130,1,Oxford County,ME,mountain
106011,Banks Mountain,2180,3.11,923,37.65790,-79.24980,1,Amherst County,VA,mountain
129351,Stone Mountain,1683,25.35,673,33.80620,-84.14580,1,DeKalb County,GA,mountain
140079,"Cornelia, Mount",65,237.81,65,30.43200,-81.42700,0,Duval County,FL,mount
213111,Casner Mountain,5556,2.70,256,43.76370,-115.95020,1,Boise County,ID,mountain
790,Organ Mountain,13032,0.36,452,37.56770,-107.55370,1,La Plata County,CO,mountain
877,"Richthofen, Mount",12951,11.28,2691,40.46940,-105.89500,0,Grand County,CO,mount
972,Silver Mountain,12849,0.68,229,39.58270,-105.82080,1,Summit County,CO,mountain
1722,Battle Mountain,12044,1.10,64,40.27790,-105.59880,1,Larimer County,CO,mountain
1840,Bald Mountain,11868,1.58,328,37.89630,-107.84670,1,San Miguel County,CO,mountain
1881,Sheep Mountain,11820,1.78,600,40.68200,-105.93390,1,Larimer County,CO,mountain
2230,Warrior Mountain,11273,1.80,373,39.67560,-105.55670,1,Clear Creek County,CO,mountain
35,"Democrat, Mount",14148,1.73,768,39.33970,-106.13980,0,Park County,CO,mount
40,Snowmass Mountain,14092,2.34,1152,39.11880,-107.06640,1,Gunnison County,CO,mountain
42,Windom Peak,14087,26.55,2187,37.62120,-107.59190,2,La Plata County,CO,peak
44,"Columbia, Mount",14073,1.89,893,38.90390,-106.29740,0,Chaffee County,CO,mount
46,Humboldt Peak,14064,1.42,1204,37.97610,-105.55510,2,Custer County,CO,peak
47,"Bierstadt, Mount",14060,1.41,720,39.58260,-105.66870,0,Clear Creek County,CO,mount
48,Conundrum Peak,14060,0.42,240,39.01560,-106.86290,2,Pitkin County,CO,peak
50,Sunlight Peak,14059,0.47,399,37.62720,-107.59590,2,La Plata County,CO,peak
52,Culebra Peak,14047,35.55,4827,37.12220,-105.18570,2,Costilla County,CO,peak
56,Little Bear Peak,14037,0.98,377,37.56660,-105.49720,2,Alamosa County,CO,peak
57,"Sherman, Mount",14036,8.10,896,39.22490,-106.16990,0,Lake County,CO,mount
58,Redcloud Peak,14034,4.91,1436,37.94090,-107.42170,2,Hinsdale County,CO,peak
59,Pyramid Peak,14018,2.08,1638,39.07150,-106.95020,2,Pitkin County,CO,peak
60,Wilson Peak,14017,1.51,877,37.86030,-107.98470,2,San Miguel County,CO,peak
61,Wetterhorn Peak,14015,2.76,1635,38.06070,-107.51090,2,Hinsdale County,CO,peak
2327,Slate Mountain,11129,2.37,509,39.76040,-106.42870,1,Eagle County,CO,mountain
2833,Diamond Peak,10428,2.47,768,40.80300,-107.07500,2,Routt County,CO,peak
9539,Mound Mountain,7891,2.39,351,41.00550,-105.29410,1,Albany County,WY,mountain
2950,Green Mountain,10265,1.49,445,38.66000,-105.97970,1,Chaffee County,CO,mountain
2992,Copper Mountain,10228,0.94,258,38.77960,-105.18380,1,Teller County,CO,mountain
3136,Pomeroy Mountain,10060,1.69,80,39.99330,-105.57740,1,Boulder County,CO,mountain
5048,Oak Grove Mountain,8210,2.03,320,38.24820,-105.48260,1,Custer County,CO,mountain
5358,Gribble Mountain,7896,1.95,716,38.56770,-105.41400,1,Fremont County,CO,mountain
6339,Campbell Mountain,6384,4.32,434,40.82260,-105.18820,1,Larimer County,CO,mountain
6643,Table Top Mountain,5405,1.61,140,40.22830,-105.16860,1,Boulder County,CO,mountain
6977,"Crosby, Mount",12449,5.85,989,43.87690,-109.33340,0,Park County,WY,mount
7235,Monument Peak,11683,5.38,463,43.66980,-109.19820,2,Fremont County,WY,peak
464,Storm Peak,13326,0.78,186,40.26560,-105.62050,2,Larimer County,CO,peak
520,Kiowa Peak,13276,1.23,736,40.04780,-105.62430,2,Boulder County,CO,peak
683,"Eva, Mount",13130,0.78,430,39.82760,-105.71890,0,Clear Creek County,CO,mount
10191,Squaw Mountain,7150,3.75,980,41.93100,-105.23970,1,Platte County,WY,mountain
11616,Timber Peak,10510,1.80,650,33.97900,-107.16010,2,Socorro County,NM,peak
11839,Cross-O Mountain,9620,1.52,480,32.93110,-107.77570,1,Sierra County,NM,mountain
15273,Dough Mountain,6014,2.48,319,34.91840,-107.30820,1,Cibola County,NM,mountain
16679,Glacier Peak,10540,56.13,7520,48.11190,-121.11320,2,Snohomish County,WA,peak
16680,White Mountain Peak,14246,67.74,7196,37.63410,-118.25570,2,Mono County,CA,peak
16729,"Pinos, Mount",8831,83.07,4800,34.81280,-119.14550,0,Ventura County,CA,mount
16801,"Grant, Mount",11300,28.16,3960,38.56840,-118.79120,0,Mineral County,NV,mount
17181,"Gabb, Mount",13700,1.20,1440,37.37660,-118.80290,0,Fresno County,CA,mount
17219,Big Frog Mountain,4220,28.66,2520,35.00040,-84.52940,1,Polk County,TN,mountain
17369,Reiley Peak,7660,13.13,2360,32.38630,-110.10590,2,Cochise County,AZ,peak
17443,Piney Peak,9020,14.88,2260,43.63000,-111.35860,2,Teton County,ID,peak
17962,Cadillac Mountain,1528,87.42,1528,44.35130,-68.22640,1,Hancock County,ME,mountain
18007,Explorer Peak,12708,1.25,688,40.71830,-110.64410,2,Duchesne County,UT,peak
18306,Trout Creek Peak,10519,1.96,489,40.78660,-109.70880,2,Uintah County,UT,peak
25865,Kootenai Peak,8542,2.80,1862,48.89010,-113.94190,2,Glacier County,MT,peak
26140,Pyramid Peak,8309,2.56,889,47.27150,-113.39730,2,Powell County,MT,peak
33385,Lime Mountain,11179,0.81,319,43.84640,-113.74760,1,Custer County,ID,mountain
35474,Sheephorn Mountain,8159,5.43,859,44.88240,-114.09130,1,Lemhi County,ID,mountain
40896,Big Indian Mountain,10100,2.78,1040,38.48820,-118.79890,1,Mineral County,NV,mountain
41047,Powell Mountain,9527,9.47,1547,38.32770,-118.69990,1,Mineral County,NV,mountain
48644,Tesuque Peak,12060,0.98,120,35.78500,-105.78220,2,Santa Fe County,NM,peak
48729,Azurite Peak,8420,5.20,1920,48.65670,-120.75180,2,Okanogan County,WA,peak
49037,Sitting Bull Mountain,7759,1.53,619,48.22760,-120.95940,1,Snohomish County,WA,mountain
62,San Luis Peak,14014,26.93,3114,37.98690,-106.93130,2,Saguache County,CO,peak
63,North Maroon Peak,14014,0.37,234,39.07600,-106.98710,2,Pitkin County,CO,peak
65,Huron Peak,14003,3.20,1423,38.94530,-106.43790,2,Chaffee County,CO,peak
66,Sunshine Peak,14001,1.27,501,37.92270,-107.42540,2,Hinsdale County,CO,peak
68,Grizzly Peak,13988,6.76,1928,39.04230,-106.59760,2,Pitkin County,CO,peak
73,Pigeon Peak,13972,1.48,1152,37.63230,-107.64620,2,La Plata County,CO,peak
75,Ice Mountain,13951,2.10,1011,38.91490,-106.43710,1,Gunnison County,CO,mountain
76,Fletcher Mountain,13951,1.27,611,39.40320,-106.12870,1,Summit County,CO,mountain
77,Gemini Peak,13951,0.69,171,39.23470,-106.16800,2,Park County,CO,peak
79,Cathedral Peak,13943,1.71,523,39.03430,-106.85900,2,Pitkin County,CO,peak
80,French Mountain,13940,2.13,1080,39.12850,-106.48240,1,Lake County,CO,mountain
84,Gladstone Peak,13913,0.59,733,37.84520,-107.98400,2,San Miguel County,CO,peak
86,Casco Peak,13908,1.17,648,39.11410,-106.49390,2,Lake County,CO,peak
92,Vermilion Peak,13894,9.07,2105,37.79940,-107.82850,2,San Miguel County,CO,peak
96,Vestal Peak,13864,4.31,1124,37.68930,-107.60280,2,San Juan County,CO,peak
97,Jones Mountain,13860,1.65,520,37.89650,-107.52640,1,San Juan County,CO,mountain
101,Dyer Mountain,13855,1.26,475,39.23990,-106.18320,1,Lake County,CO,mountain
104,"Edwards, Mount",13850,1.26,470,39.63640,-105.79400,0,Clear Creek County,CO,mount
105,California Peak,13849,2.22,629,37.61420,-105.49890,2,Alamosa County,CO,peak
107,"Spalding, Mount",13842,1.09,262,39.60010,-105.65720,0,Clear Creek County,CO,mount
108,Half Peak,13841,3.92,1501,37.86450,-107.46710,2,Hinsdale County,CO,peak
109,Atlantic Peak,13841,0.67,421,39.41360,-106.12560,2,Summit County,CO,peak
117,Jagged Mountain,13824,1.43,964,37.64560,-107.58400,1,San Juan County,CO,mountain
121,Teakettle Mountain,13819,1.68,759,38.00060,-107.76180,1,Ouray County,CO,mountain
125,American Peak,13806,0.79,466,37.89940,-107.51240,2,Hinsdale County,CO,peak
49530,Earl Peak,7036,2.05,976,47.40990,-120.84290,2,Kittitas County,WA,peak
49556,Dege Peak,7006,1.02,346,46.91850,-121.61080,2,Pierce County,WA,peak
49926,Pinnacle Peak,6562,1.71,582,46.75800,-121.73260,2,Lewis County,WA,peak
51252,Ramsey Peak,5316,2.24,776,48.56130,-120.11150,2,Okanogan County,WA,peak
51849,Green Mountain,4824,2.53,484,47.51750,-121.67350,1,King County,WA,mountain
53068,Buck Mountain,3780,2.47,1040,47.75320,-122.94630,1,Jefferson County,WA,mountain
53445,Toulou Mountain,3420,3.36,1320,48.84860,-118.15960,1,Stevens County,WA,mountain
59566,"Lawlor, Mount",5957,1.30,737,34.27060,-118.10390,0,Los Angeles County,CA,mount
60662,Little Stonewall Peak,5250,0.53,190,32.96550,-116.56480,2,San Diego County,CA,peak
61506,Government Peak,4741,5.05,1131,35.35160,-117.67330,2,Kern County,CA,peak
62588,Chiquito Peak,4165,3.69,625,32.85090,-116.64570,2,San Diego County,CA,peak
63894,North Peak,3557,1.09,617,37.89300,-121.90030,2,Contra Costa County,CA,peak
64468,North Chalone Peak,3304,11.10,1524,36.44770,-121.19560,2,San Benito County,CA,peak
72187,Cherum Peak,6983,10.22,1603,35.39790,-114.13840,2,Mohave County,AZ,peak
104925,Cove Mountain,3050,3.18,840,37.36210,-80.17310,1,Roanoke County,VA,mountain
439,Peerless Mountain,13348,0.83,168,39.19800,-106.17890,1,Park County,CO,mountain
558,Belleview Mountain,13233,1.90,693,39.04440,-106.99860,1,Pitkin County,CO,mountain
618,Red Peak,13189,1.55,929,39.63650,-106.17110,2,Summit County,CO,peak
950,Buckeye Peak,12867,4.13,1527,39.34560,-106.25360,2,Lake County,CO,peak
135,Animas Mountain,13786,1.20,1086,37.64310,-107.62910,1,San Juan County,CO,mountain
136,Potosi Peak,13786,1.02,806,37.98970,-107.74930,2,Ouray County,CO,peak
141,McNamee Peak,13780,0.45,80,39.36260,-106.15280,2,Park County,CO,peak
150,Storm King Peak,13752,1.33,612,37.67650,-107.55950,2,San Juan County,CO,peak
152,"Aetna, Mount",13745,4.63,1245,38.58630,-106.32050,0,Chaffee County,CO,mount
163,Vermejo Peak,13723,1.36,761,37.09420,-105.19110,2,Costilla County,CO,peak
167,Silver Mountain,13714,2.52,1054,38.10670,-107.44960,1,Hinsdale County,CO,mountain
171,Grizzly Mountain,13708,1.65,568,38.64570,-106.31130,1,Chaffee County,CO,mountain
187,Wheeler Mountain,13690,1.08,310,39.38020,-106.13570,1,Summit County,CO,mountain
192,"Oso, Mount",13684,4.83,1664,37.60700,-107.49370,0,La Plata County,CO,mount
198,"Tweto, Mount",13672,0.88,412,39.32190,-106.16910,0,Park County,CO,mount
200,"White, Mount",13667,1.30,847,38.65620,-106.23860,0,Chaffee County,CO,mount
202,Lookout Peak,13661,2.98,841,37.86230,-107.78020,2,San Miguel County,CO,peak
10,"Lincoln, Mount",14286,22.57,3862,39.35140,-106.11120,0,Park County,CO,mount
12,Grays Peak,14270,25.05,2770,39.63380,-105.81750,2,Clear Creek County,CO,peak
228,Father Dyer Peak,13615,0.55,115,39.43100,-106.10510,2,Summit County,CO,peak
233,Gray Wolf Mountain,13602,2.20,582,39.61730,-105.66060,1,Clear Creek County,CO,mountain
1364,Bandit Peak,12444,1.14,224,39.53970,-105.60430,2,Park County,CO,peak
1959,Chief Mountain,11709,6.54,1049,39.67570,-105.52280,1,Clear Creek County,CO,mountain
2420,North Bald Mountain,10982,0.95,202,40.77580,-105.69940,1,Larimer County,CO,mountain
2720,Black Mountain,10568,3.23,848,39.10580,-106.01720,1,Park County,CO,mountain
2820,Big Sand Mountain,10452,2.28,752,38.74830,-107.47640,1,Gunnison County,CO,mountain
8066,Haystack Peak,10108,2.78,808,42.92540,-110.86140,2,Lincoln County,WY,peak
2868,Tremont Mountain,10388,1.33,928,39.86640,-105.43670,1,Gilpin County,CO,mountain
3249,Storm Mountain,9918,3.75,378,40.48560,-105.38560,1,Larimer County,CO,mountain
3487,Chiquito Peak,9641,4.68,1021,37.35120,-106.24470,2,Conejos County,CO,peak
3535,Carter Mountain,9580,3.57,400,40.29120,-106.42640,1,Grand County,CO,mountain
3782,Snipe Mountain,9326,2.87,466,38.60780,-108.61220,1,Mesa County,CO,mountain
4036,Prohibition Mountain,9100,2.21,120,40.73930,-105.60660,1,Larimer County,CO,mountain
4220,Chris Mountain,8900,3.94,840,37.29450,-107.18780,1,Archuleta County,CO,mountain
4971,Horse Mountain,8269,4.04,1048,39.54040,-107.44170,1,Garfield County,CO,mountain
5209,Coffintop Mountain,8060,1.50,760,40.19760,-105.35630,1,Boulder County,CO,mountain
6888,Desolation Peak,13155,0.82,935,43.20150,-109.67970,2,Sublette County,WY,peak
7794,Clause Peak,10612,5.16,1592,43.15840,-110.58070,2,Lincoln County,WY,peak
119,"Silverheels, Mount",13822,5.46,2280,39.33940,-106.00530,0,Park County,CO,mount
181,Monitor Peak,13695,0.45,315,37.63750,-107.62500,2,La Plata County,CO,peak
231,Tijeras Peak,13604,1.70,744,37.92440,-105.54040,2,Saguache County,CO,peak
8108,Bald Mountain,10042,5.69,822,44.79000,-107.83260,1,Big Horn County,WY,mountain
13982,One Tree Peak,7089,14.15,669,32.71920,-105.33030,2,Chaves County,NM,peak
16658,Nahsukin Mountain,8194,1.58,854,48.84080,-113.98970,1,Flathead County,MT,mountain
16674,Charleston Peak,11915,135.10,8257,36.27150,-115.69560,2,Clark County,NV,peak
16717,"Eddy, Mount",9025,14.65,5125,41.31970,-122.47920,0,Siskiyou County,CA,mount
16720,"Marcy, Mount",5344,130.43,4919,44.11270,-73.92380,0,Essex County,NY,mount
17011,"Index, Mount",5991,6.49,3011,47.77430,-121.58040,0,King County,WA,mount
17158,Pearsoll Peak,5098,19.34,2658,42.29880,-123.84620,2,Josephine County,OR,peak
18005,Lamotte Peak,12720,6.75,1140,40.77370,-110.75200,2,Summit County,UT,peak
18258,Clayton Peak,10721,2.31,701,40.59070,-111.55990,2,Salt Lake County,UT,peak
26511,Mosquito Peak,8057,2.27,557,47.04080,-113.93300,2,Missoula County,MT,peak
26776,Elk Mountain,7835,2.71,1267,48.30660,-113.44450,1,Flathead County,MT,mountain
27005,Grassy Mountain,7687,8.98,1827,46.30630,-111.12050,1,Broadwater County,MT,mountain
33353,D.O. Lee Peak,11342,1.09,562,44.10280,-114.62840,2,Custer County,ID,peak
236,Cyclone Mountain,13596,0.59,336,38.63330,-106.29240,1,Chaffee County,CO,mountain
238,Matterhorn Peak,13590,0.87,570,38.06510,-107.49600,2,Hinsdale County,CO,peak
240,Cottonwood Peak,13588,3.67,1128,38.21900,-105.75650,2,Saguache County,CO,peak
245,"Powell, Mount",13580,21.63,3000,39.76000,-106.34080,0,Summit County,CO,mount
247,Clark Peak,13580,1.16,440,39.15210,-107.06160,2,Pitkin County,CO,peak
257,"Parnassus, Mount",13574,0.98,537,39.72020,-105.82270,0,Clear Creek County,CO,mount
258,Broken Hand Peak,13573,0.77,673,37.95690,-105.56670,2,Custer County,CO,peak
266,Hagues Peak,13560,15.96,2420,40.48450,-105.64630,2,Larimer County,CO,peak
274,Tower Mountain,13552,5.35,1652,37.85740,-107.62300,1,San Juan County,CO,mountain
279,Whitecross Mountain,13542,1.37,562,37.93070,-107.49330,1,Hinsdale County,CO,mountain
286,Emma Burr Mountain,13538,6.94,1238,38.73360,-106.41670,1,Chaffee County,CO,mountain
298,Browns Peak,13523,0.74,183,38.95600,-106.43650,2,Chaffee County,CO,peak
302,Trinchera Peak,13517,10.32,977,37.28910,-105.16480,2,Costilla County,CO,peak
306,Ypsilon Mountain,13514,2.63,1116,40.45720,-105.68120,1,Larimer County,CO,mountain
33579,Sevy Peak,10500,0.38,480,44.02450,-114.97350,2,Custer County,ID,peak
34177,Atkinson Peak,9366,1.72,826,43.46150,-111.17420,2,Bonneville County,ID,peak
34189,Corkscrew Mountain,9348,4.21,1648,44.53020,-114.38360,1,Custer County,ID,mountain
36501,Slacks Mountain,7339,4.06,679,43.07240,-116.73650,1,Owyhee County,ID,mountain
38159,Whiskey Mountain,6180,4.13,320,43.16360,-116.80170,1,Owyhee County,ID,mountain
40698,"Washington, Mount",11658,1.36,518,38.91440,-114.30910,0,White Pine County,NV,mount
41109,Chocolate Peak,9402,1.29,262,39.35320,-119.89700,2,Washoe County,NV,peak
41539,Antelope Peak,8789,8.70,1769,41.32300,-114.97840,2,Elko County,NV,peak
128990,Pink Mountain,2623,0.92,363,34.62640,-83.72210,1,White County,GA,mountain
129400,Polecat Mountain,1510,1.44,220,34.27430,-84.52520,1,Cherokee County,GA,mountain
129402,Little Kennesaw Mountain,1610,0.57,160,33.97100,-84.58690,1,Cobb County,GA,mountain
142555,Pioneer Peak,6398,9.75,1848,61.47490,-149.03170,2,Matanuska-Susitna,AK,peak
48698,Sherpa Peak,8605,0.68,425,47.47180,-120.88860,2,Chelan County,WA,peak
50299,"Lillian, Mount",6140,0.74,160,47.32010,-120.51500,0,Kittitas County,WA,mount
51557,Frozen Mountain,5100,1.93,960,47.74440,-121.55930,1,King County,WA,mountain
51653,Beehive Mountain,4990,1.83,290,48.54690,-119.27640,1,Okanogan County,WA,mountain
51707,Ragged Mountain,4940,1.67,760,47.86960,-117.05450,1,Spokane County,WA,mountain
52998,Empey Mountain,3856,4.11,756,48.08840,-117.89700,1,Stevens County,WA,mountain
55465,Jackass Mountain,917,17.33,202,46.42560,-119.08030,1,Franklin County,WA,mountain
56312,Night Cap Peak,10641,1.15,521,38.30760,-119.69110,2,Tuolumne County,CA,peak
56628,Lookout Peak,9584,1.51,564,38.51080,-119.87330,2,Alpine County,CA,peak
58468,Antimony Peak,6848,2.55,908,34.87700,-119.11250,2,Kern County,CA,peak
59227,Black Mountain,6202,1.57,582,34.65420,-118.86180,1,Ventura County,CA,mountain
59949,"Wilson, Mount",5710,1.49,170,34.22380,-118.06160,0,Los Angeles County,CA,mount
66866,Bullard Mountain,2351,2.35,531,36.87610,-121.10850,1,Merced County,CA,mountain
71076,Plain View Peak,10370,0.73,70,32.69270,-109.86510,2,Graham County,AZ,peak
71259,"Hopkins, Mount",8580,2.19,1480,31.68910,-110.88460,0,Santa Cruz County,AZ,mount
71866,Apache Maid Mountain,7307,5.06,897,34.72590,-111.55110,1,Coconino County,AZ,mountain
71870,Rose Peak,7303,1.24,363,32.38210,-110.71930,2,Pima County,AZ,peak
88502,Calamity Mountain,3625,1.46,866,44.10300,-74.00440,1,Essex County,NY,mountain
88524,"Adams, Mount",3520,1.52,1043,44.08690,-74.02520,0,Essex County,NY,mount
88580,Slip Mountain,3330,1.19,296,44.30490,-73.64400,1,Essex County,NY,mountain
88723,"Hayden, Mount",2930,2.71,820,42.35880,-74.21860,0,Greene County,NY,mount
100585,"Willey, Mount",4285,1.08,305,44.18320,-71.42100,0,Grafton County,NH,mount
105329,McClure Peak,2757,0.72,307,37.76200,-79.30690,2,Rockbridge County,VA,peak
109179,Long Arm Mountain,4300,7.52,600,35.95990,-81.89860,1,Burke County,NC,mountain
126276,Riansares Mountain,2330,7.71,860,41.05140,-77.37980,1,Clinton County,PA,mountain
1101,Hallett Peak,12713,1.98,733,40.30280,-105.68610,2,Grand County,CO,peak
1581,North Peak,12220,1.74,200,37.90170,-105.03220,2,Pueblo County,CO,peak
1676,Wildcat Mountain,12094,1.88,874,39.27940,-106.54270,1,Pitkin County,CO,mountain
311,Telluride Peak,13509,0.52,289,37.92480,-107.73580,2,San Miguel County,CO,peak
312,Eureka Mountain,13507,1.99,807,38.07890,-105.64110,1,Custer County,CO,mountain
314,North Arapaho Peak,13502,15.45,1665,40.02640,-105.65020,2,Boulder County,CO,peak
315,Fairchild Mountain,13502,1.18,922,40.46850,-105.66430,1,Larimer County,CO,mountain
323,Pagoda Mountain,13497,0.70,397,40.24930,-105.62610,1,Boulder County,CO,mountain
375,Grizzly Peak,13427,1.47,847,39.64410,-105.84870,2,Summit County,CO,peak
387,Cleveland Peak,13414,1.39,434,37.90440,-105.54330,2,Saguache County,CO,peak
394,"Wilcox, Mount",13408,1.10,548,39.61570,-105.75690,0,Clear Creek County,CO,mount
405,Parry Peak,13391,9.47,1731,39.83800,-105.71330,2,Clear Creek County,CO,peak
407,Chicago Peak,13385,1.56,365,37.94280,-107.74420,2,San Miguel County,CO,peak
1713,Wise Mountain,12052,2.33,72,39.51120,-105.90430,1,Summit County,CO,mountain
1749,Johnny Bull Mountain,12012,0.64,272,37.71950,-108.09040,1,Dolores County,CO,mountain
1801,Gabletop Mountain,11939,1.82,119,40.33280,-105.70080,1,Larimer County,CO,mountain
1993,Red Mountain,11660,4.48,1120,38.76500,-106.94090,1,Gunnison County,CO,mountain
2332,Pagoda Peak,11120,8.01,777,40.13970,-107.33340,2,Rio Blanco County,CO,peak
2781,Mosquito Mountain,10500,0.65,200,39.32650,-107.50980,1,Mesa County,CO,mountain
8892,Blacktail Peak,8675,2.84,705,42.37490,-105.64210,2,Albany County,WY,peak
3071,Trickle Mountain,10132,6.91,912,38.15610,-106.39530,1,Saguache County,CO,mountain
3599,McIntosh Mountain,9540,8.39,200,38.57630,-107.01610,1,Gunnison County,CO,mountain
4055,Sentinel Mountain,9082,2.78,772,40.89700,-106.26250,1,Jackson County,CO,mountain
4109,McKinley Mountain,9030,3.27,640,38.23890,-105.30510,1,Custer County,CO,mountain
4749,Lookout Mountain,8475,2.49,400,37.67120,-106.35980,1,Rio Grande County,CO,mountain
5408,Turkey Mountain,7858,2.20,318,37.17920,-106.95200,1,Archuleta County,CO,mountain
5611,Gibbler Mountain,7628,9.32,528,38.82700,-108.51750,1,Mesa County,CO,mountain
5680,Cook Mountain,7540,1.18,560,40.21530,-105.40570,1,Boulder County,CO,mountain
8008,"Washburn, Mount",10243,18.91,2273,44.79750,-110.43390,0,Park County,WY,mount
1024,Green Mountain,12791,2.75,811,39.10940,-106.65410,1,Pitkin County,CO,mountain
1045,Otter Mountain,12766,1.56,386,39.62780,-105.73220,1,Clear Creek County,CO,mountain
9583,Cherokee Peak,7837,10.48,907,41.81550,-107.32600,2,Carbon County,WY,peak
11303,Sykes Mountain,4618,10.05,728,44.93840,-108.28150,1,Big Horn County,WY,mountain
11827,Cathey Peak,9645,2.87,265,32.80760,-105.80000,2,Otero County,NM,peak
16440,Little Table Mountain,8620,3.85,980,44.52370,-112.10850,1,Beaverhead County,MT,mountain
16985,Kawich Peak,9401,40.13,3101,37.96170,-116.46170,2,Nye County,NV,peak
16996,Equinox Mountain,3850,11.15,3060,43.16600,-73.11700,1,Bennington County,VT,mountain
17177,"Morgan, Mount",13748,9.88,2648,37.40520,-118.73280,0,Inyo County,CA,mount
17288,Becky Peak,10022,14.06,2434,39.97180,-114.60280,2,White Pine County,NV,peak
17696,Bald Mountain,10313,16.18,2013,44.36720,-114.34420,1,Custer County,ID,mountain
17708,Red Mountain,9580,8.71,2000,45.06470,-117.24580,1,Baker County,OR,mountain
142712,Vista Peak,5019,1.40,722,61.33110,-149.38060,2,Anchorage,AK,peak
142724,Ptarmigan Peak,4950,2.13,1100,61.05940,-149.60490,2,Anchorage,AK,peak
25562,Red Eagle Mountain,8881,2.24,841,48.65420,-113.54890,1,Glacier County,MT,mountain
25714,Amphitheater Mountain,8690,1.09,570,48.59970,-113.48760,1,Glacier County,MT,mountain
32251,"LeConte, Mount",13930,1.45,1036,36.54150,-118.25190,0,Tulare County,CA,mount
40787,Greys Peak,10674,2.42,734,41.02370,-115.10490,2,Elko County,NV,peak
49551,Antler Peak,7017,1.97,397,46.92000,-121.63220,2,Pierce County,WA,peak
51067,"Persis, Mount",5464,1.59,564,47.79040,-121.61180,0,Snohomish County,WA,mount
51479,Funk Mountain,5121,3.02,1061,48.59980,-119.74460,1,Okanogan County,WA,mountain
51840,Excelsior Mountain,4832,1.94,1292,47.91090,-121.29000,1,Snohomish County,WA,mountain
51978,Fourth of July Peak,4721,0.84,181,48.58080,-117.19690,2,Pend Oreille County,WA,peak
52332,"Gardner, Mount",4453,1.35,673,47.36800,-121.56900,0,King County,WA,mount
52385,Wilcox Mountain,4393,0.75,293,48.85890,-119.25510,1,Okanogan County,WA,mountain
56038,Campito Mountain,11580,2.18,760,37.49880,-118.20130,1,Mono County,CA,mountain
56396,W&#252;n&#252;p&#252; Peak,10358,2.20,698,37.05270,-118.01730,2,Inyo County,CA,peak
56480,Raymond Peak,10014,4.79,1282,38.60380,-119.83320,2,Alpine County,CA,peak
57835,Winston Peak,7502,1.52,482,34.35850,-117.93590,2,Los Angeles County,CA,peak
58225,Pine Mountain,7054,2.78,314,33.64860,-116.56030,1,Riverside County,CA,mountain
59296,San Gabriel Peak,6161,3.04,1541,34.24330,-118.09860,2,Los Angeles County,CA,peak
59515,North Peak,5993,4.32,1293,33.00670,-116.58600,2,San Diego County,CA,peak
420,Italian Mountain,13378,3.48,1358,38.94520,-106.75240,1,Gunnison County,CO,mountain
431,De Anza Peak,13362,1.15,622,38.16690,-105.68700,2,Custer County,CO,peak
443,Beattie Peak,13342,0.67,322,37.79010,-107.82480,2,San Juan County,CO,peak
451,Brown Mountain,13339,1.77,639,37.92090,-107.63770,1,San Juan County,CO,mountain
452,Kendall Mountain,13340,0.67,320,37.79300,-107.62790,1,San Juan County,CO,mountain
456,Venable Peak,13334,1.77,634,38.05500,-105.62960,2,Saguache County,CO,peak
490,"Daly, Mount",13300,1.44,800,39.17220,-107.06870,0,Pitkin County,CO,mount
494,East Buffalo Peak,13300,0.90,480,38.98720,-106.10890,2,Park County,CO,peak
505,Electric Peak,13292,0.58,832,37.69900,-107.61730,2,San Juan County,CO,peak
513,Truro Peak,13282,1.29,822,39.04590,-106.63160,2,Pitkin County,CO,peak
61894,Pine Mountain,4539,3.57,399,34.22360,-117.90170,1,Los Angeles County,CA,mountain
63549,Red Mountain,3700,6.50,800,37.41530,-121.46750,1,Santa Clara County,CA,mountain
69855,Veterans Peak,1209,2.22,379,38.38320,-122.37750,2,Napa County,CA,peak
71080,Greens Peak,10133,11.91,1003,34.11180,-109.57450,2,Apache County,AZ,peak
71588,Pete Mountain,7661,1.45,481,31.70800,-110.89540,1,Santa Cruz County,AZ,mountain
71946,"Washington, Mount",7221,21.19,1742,31.35330,-110.72550,0,Santa Cruz County,AZ,mount
